Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
03/13/1986,22:15,"Alpena, Michigan",Simmons Airlines,1746,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,N1356P,110370,9,3,0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons."
03/20/1986,,"Near Naha, Indonesia",Merpati Nusantara Airlines,,,CASA 212 Aviocar 100,PK-NCF,108/15N,16,2,0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain."
03/24/1986,09:55,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,C-FAGM,400,5,4,0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft."
03/25/1986,,"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,,,Antonov An-12AP,CCCP-11795,1400103,9,9,0,"Undershot the runway, overturned and caught fire."
03/27/1986,,"Bangui, Central African Republic",Military - French Air Force,,,Sepecat Jaguar A,,,0,0,35,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.
03/30/1986,10:15,"Near Pemba, Mozambique",Military - Mozambique Air Force,,Pemba - Maputo,Antonov AN-26,042,,54,49,0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.
03/31/1986,09:11,"Maravatio, Mexico",Mexicana,940,Mexico City - Puerto Vallarta,Boeing B-727-264,XA-MEM,22414/1748,167,167,0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydrauliand electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire."
04/02/1986,,"Near Athens, Greece",Trans World Airlines,840,Rome - Athens,Boeing B-727,N54340,20845/1066,121,4,0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastiexplosive was left under a seat by a woman carrying a Lebanese passport.
04/02/1986,,"Near Magdalena, New Mexico",Military - U.S. Air Force,,,Lockheed HC-130P Hercules,66-0211,4161,11,11,0,Lost a wing in heavy turbulence at low altitude.
04/27/1986,08:35,"Near Saravena, Colombia",ACES Colombia,,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,780,13,13,0,"Crashed into a 8,500 ft. mountain in poor weather."
05/01/1986,06:32,"San Salvador, El Salvador",Military - El Salvador Air Force,,San Salvador - Panama City,Douglas DC-6,FAS-302,45078,37,37,0,Crashed into a hill following an engine fire.
05/03/1986,,"Near Taipei, Taiwan",Military - Republiof China Air Force,,,Bell UH-1H / Bell UH-1H (helicopters),,,22,22,0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.
05/03/1986,,"Colombo, Sri Lanka",Air Lanka,,"Colombo - Male, Maldives",Lockheed L-1011-100,4R-ULD,1061,150,22,0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
05/17/1986,,"Hanty-Mansijsk, Soviet Union",Aeroflot,,Test,Yakovlev Yak-40,CCCP-87301,9321728,5,5,0,Crashed on a test flight.
05/17/1986,23:30,"AtlantiCity, New Jersey",Air Taxi - Islip Airco Inc.,,"AtlantiCity, NJ - AtlantiCity, NJ",Cessna 414A,N414NY,414A0242,5,2,0,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.
05/18/1986,08:30,"Djibouti, Djibouti",Military - French Naval Aviation,,,Dassault Breguet Atlantique,19,19,19,19,0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.
05/24/1986,,"Antananarivo, Madagascar",Military - Armée de l'Air Malgache,,,Douglas C-47,,,13,13,0,Flew into the side of a mountain in poor weather.
06/10/1986,,"Near Cairo, Egypt",EgyptAir,,Cairo - Alexandia,Fokker F-27 Friendship 500,SU-GAD,10659,26,23,0,Crashed short of runway and collided with a building during a sandstorm.
06/12/1986,15:22,"Port Ellen, Islay Island",Loganair,423,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,635,16,1,0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.
06/17/1986,,"Howard AFB, Panama",Military - U.S. Air Force,,,Boeing KC-135A,63-7983,18600/639,4,4,0,Crashed while attempting to landing.
06/18/1986,09:33,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,6 / 2,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,248 /,25,25,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.
06/22/1986,21:35,"Penza,  Russia",Aeroflot,,Penza - Simferopol,Tupolev TU-134A,CCCP-65142,60955,59,1,0,The aircraft overan the runway after an aborted takeoff. Passenger died of heart attack.
07/02/1986,10:27,"Near Syktyvar, Russia",Aeroflot,,,Tupolev TU-134A,CCCP-65120,60482,94,54,0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.
07/10/1986,,"Maputo, Mozambique",Military - Zimbabwe Air Force,,,Douglas C-47A,7312,9492,17,17,0,Crashed during takeoff.
07/26/1986,17:45,"Yosemite Nation, California",Air Taxi,,"San Andreas, CA - Death Valley, CA",Piper PA-32-260,N3643W,32186,6,3,0,The aircraft struck a boulder as the aircraft climbed up a five degree upsloping ridge then nosed into the ground and burst into flames. Pilot disregarded performance data. Overconfidence in aircraft's ability.
08/04/1986,00:23,"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,785,13,13,0,Crashed into the sea in poor weather conditions.
08/14/1986,11:30,"Near Wampusirpi, Honduras",Military - Honduran Air Force,,Tegucigalpa - Duzuna,Lockheed C130D,556,3194,59,59,0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.
08/16/1986,10:30,"Malakal, Sudan",Sudan Airways,,Malakal - Khartoum,Fokker F-27 Friendship 400M,ST-ADY,10277,60,60,0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.
08/21/1986,10:15,"Frenchglen, Oregon",Air Taxi,,"McDermitt, OR - Burns, OR",Cessna T207A,N73569,20700603,6,6,0,During the pilot's attempt to reverse direction at the end of the gorge the aircraft stalled and a loss of control followed. A stall/spin maneuver resulted placing the aircraft in an uncontrolled descent into the terrain. Improper inflight planning/decision. Airspeed not maintained.
08/28/1986,23:13,"Lander, Wyoming",Denver Air Center,,"Lander, WY - Riverton, WY",Cessna 441 Conquest,N2727A,4410201,7,7,0,"Collided with rising terrain while taking off, 1.5 miles past the end of the runway. Spatial disorientation of the pilot-in-command due to a physical impairment."
08/28/1986,06:53,"Texarkana, Arkansas",Southwest Airlift,,Little Rock - Texarkana,Howard 250,N252K,2596,2,2,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
08/31/1986,11:52,"Cerritos, California",Aeromexico / Private,498,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,47356/470 /,67,67,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Cessna and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the 'see and avoid' concept to ensure traffiseparation under the conditions of the conflict."
09/03/1986,15:45,"Tullamarine, VIC, Australia",Peninsula Air Services,-,Tullamarine - Leongatha,Cessna 402,VH-RED,402-0130,6,6,0,The air ambulance flight crashed on takeoff due to engine failure.
09/05/1986,06:00,"Karachi, Pakistan",Pan American World Airways,73,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,N656PA,20351/127,384,16,1,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew memeber. The aircraft was named Clipper Empress of the Seas."
09/09/1986,,"Hopkinsville, Kentucky",Military - U.S. Air Force,,,Lockheed C-130A Hercules,56-0468,3076,4,3,0,Overran the runway and crashed.
09/14/1986,03:10,"Amsterdam, Netherlands",Kondair,,London - Amsterdam,Britten-Norman BN-2A Trislander,G-BDTP,1028,1,1,0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection."
09/19/1986,14:58,"Near Mantiqueira, Brazil",AtlantiSoutheast Airlines,,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,N219AS,120019,5,5,0,"On a delivery flight the aircraft struck a clound covered mountain at 4,300 ft. Crew did not follow the prescribed course."
10/03/1986,,"Near Manado, Indonesia",East Indonesia Air Taxi,,Mangole - Manado,Shorts SC-7 Skyvan 3-200,PK-ESC,SH-1851,13,13,0,Crash into a mountain.
10/04/1986,04:10,"San Antonio, Texas",Southern Air Transport,15,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,N15ST,4391,3,3,0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
10/14/1986,,"Ust-Maya, USSR",Aeroflot,,,LET 410MT Turbojet,CCCP-67264,780905,14,14,0,Crashed into river on takeoff.
10/15/1986,,"Shiraz, Iran",Iran Air,,,Boeing 737-286,EP-IRG,20499/284,80,3,0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
10/15/1986,,"Near Valparasoll, Chile",Military - Chilian Navy,,,Casa 212-M Aviocar 100,148,141,11,11,0,Crashed into a mountain.
10/16/1986,15:20,"Fishers Island, New York",Air Taxi - New London Flying Services Inc.,,"Groton, CT - Fisher Island, NY",Piper PA-28-181,N3962M,28-7890344,4,2,0,A Cessna 182 taking off on Rwy 25 collided with a piper pa-28-181 which was landing on Rwy 12. The collision occurred in the intersection of the two runways. The two occupants of the Cessna were seriously injured and the two occupants of the piper were fatally injured in the accident. Both aircraft were destroyed by fire. VFR procedures not followed. Inadequate visual lookout.
10/19/1986,19:21,"Near Komatipoot, South Africa",Government of Mozambique,,Lusaka - Maputo,Tupolev TU-134A,C9-CAA,63457,44,34,0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot."
10/20/1986,15:50,"Kuybyshev, Russia",Aeroflot,,Yekaterinburg - Kuybyshev,Tupolev TU-134A,CCCP-65766,62327,92,70,0,The plane crashed and burst into flames after a straight-in hard landing without leveling off.
10/22/1986,16:45,"Manhattan, New York",Private - WNBC,-,Traffireporting,Enstrom F-28F,N8617B,700,2,2,0,"The helicopter was contracted by NBC to make daily highway traffiobservations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffireporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year."
10/23/1986,20:49,"Near Peshawar, Pakistan",Pakistan International Airlines,,Lahore - Peshawar,Fokker F-27 Friendship 600,AP-AUX,10335,54,13,0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude."
